Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
1048,West Virginia University Institute of Technology,west-virginia-university-institute-of-technology,Beckley, West Virginia,Public,,Small City,43000.0,82,78,56,52.9,,,24.0,1623,117,13,28,26,16,156,22.612446087492298,6960,11304,21784,8331
1049,American Public University System,american-public-university-system,Charles Town, West Virginia,Private,For-Profit,Small Town,43000.0,1,19,64,100.0,,,,37910,1975,20,59,45,21,7687,44.049063571616976,6880,7152,16280,5179
1050,Chaminade University of Honolulu,chaminade-university-of-honolulu,Honolulu, Hawaii,Private,Non-Profit,Large City,,70,40,32,92.2,,,21.0,1810,194,11,27,23,16,428,84.41988950276244,24514,13100,41507,14150
1051,Nichols College,nichols-college,Dudley, Massachusetts,Private,Non-Profit,Large Suburb,39000.0,59,43,63,92.5,,,,1340,116,17,20,18,8,312,22.388059701492534,34000,13800,51400,19239
1052,Arizona State University - Skysong,arizona-state-university-skysong,Scottsdale, Arizona,Public,,Midsize City,,45,68,42,63.4,,,,24346,1028,23,48,45,26,3085,36.157890413209564,8917,12055,25501,9079
1053,Frostburg State University,frostburg-state-university,Frostburg, Maryland,Public,,Small Suburb,41000.0,91,64,48,72.3,,,20.0,4725,390,14,54,45,23,1100,49.22751322751323,8914,9522,21642,7588
1054,Tarleton State University,tarleton-state-university,Stephenville, Texas,Public,,Small Town,37000.0,98,56,39,50.4,,,20.0,11288,739,19,72,58,23,2460,34.15131112686038,7367,7620,20387,7220
1055,Northern Michigan University,northern-michigan-university,Marquette, Michigan,Public,,Small Town,36000.0,82,68,46,74.4,,,23.0,7018,428,20,113,80,28,1518,16.001709888857235,10498,10328,23546,6977
1056,University of Akron Main Campus,university-of-akron-main-campus,Akron, Ohio,Public,,Midsize City,38000.0,90,51,53,92.6,,,22.0,16872,1370,18,163,103,26,3689,27.05073494547179,10270,12296,26086,7816
1057,Chestnut Hill College,chestnut-hill-college,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,36000.0,64,26,37,95.7,,,22.0,1364,247,10,47,35,21,342,61.36363636363637,35180,10600,52256,23497
1058,University of North Alabama,university-of-north-alabama,Florence, Alabama,Public,,Small City,37000.0,86,70,40,70.2,,,22.0,6064,369,18,47,40,21,1158,26.715039577836407,8480,7484,20264,5990
1059,University of Central Arkansas,university-of-central-arkansas,Conway, Arkansas,Public,,Small City,34000.0,91,74,41,90.0,,,24.0,9548,726,16,69,55,23,1765,33.97570171763719,8524,6518,21854,6868
1060,Minot State University,minot-state-university,Minot, North Dakota,Public,,Small Town,41000.0,75,52,40,69.0,,,22.0,2956,300,12,64,43,19,607,30.277401894451952,6809,6344,17753,4828
1061,Corban University,corban-university,Salem, Oregon,Private,Non-Profit,Midsize City,,45,36,39,33.0,,,24.0,1021,140,14,20,18,15,217,25.17140058765915,31640,10060,44650,18730
1062,Southeast Missouri State University,southeast-missouri-state-university,Cape Girardeau, Missouri,Public,,Small City,35000.0,78,71,42,84.6,,,23.0,10458,579,20,76,57,25,1703,19.363166953528406,7185,8715,21004,6967
1063,Texas A&M University - Kingsville,texas-a-and-m-university-kingsville,Kingsville, Texas,Public,,Small Town,40000.0,99,79,51,84.1,,,20.0,6785,484,18,45,43,22,1044,85.05526897568166,8462,8760,22825,7976
1064,Herzing University - Brookfield,herzing-university-brookfield,Brookfield, Wisconsin,Private,Non-Profit,Large Suburb,,100,59,25,96.2,,,,238,22,13,18,13,6,101,37.39495798319329,13850,9819,29195,8032
1065,Emporia State University,emporia-state-university,Emporia, Kansas,Public,,Small Town,36000.0,90,89,38,82.8,,,22.0,3605,278,17,45,34,17,720,29.986130374479885,6345,8684,19439,5461
1066,Wilmington College,wilmington-college,Wilmington, Ohio,Private,Non-Profit,Small Town,37000.0,84,60,47,84.2,,,22.0,1169,105,14,31,29,19,284,21.471343028229253,25000,9600,38500,14179
1067,LaGrange College,lagrange-college,Lagrange, Georgia,Private,Non-Profit,Small Town,,84,73,49,56.9,,,22.0,937,106,11,32,25,17,165,27.21451440768409,29480,11830,45160,22031
1068,Gallaudet University,gallaudet-university,Washington, District of Columbia,Private,Non-Profit,Large City,,1,100,44,59.0,958.0,,17.0,1129,189,7,29,28,19,230,48.71567759078832,16558,13530,37188,20948
1069,Neumann University,neumann-university,Aston, Pennsylvania,Private,Non-Profit,Large Suburb,37000.0,61,40,34,96.3,985.0,,18.0,2085,239,14,21,20,14,550,47.81774580335731,30050,12520,46028,18144
1070,Bluffton University,bluffton-university,Bluffton, Ohio,Private,Non-Profit,Small Town,36000.0,85,57,51,48.8,972.0,,21.0,739,94,11,43,41,20,245,20.974289580514213,31672,10484,46156,18951
1071,Academy of Art University,academy-of-art-university,San Francisco, California,Private,For-Profit,Large City,,46,21,43,100.0,,,,7652,1269,14,35,19,10,1300,81.80867746994251,21252,15792,42250,8322
1072,Ave Maria University,ave-maria-university,Ave Maria, Florida,Private,Non-Profit,Rural,,44,71,49,42.1,,,24.0,1072,96,14,29,27,18,206,37.220149253731336,19970,10955,34901,13452
1073,Salish Kootenai College,salish-kootenai-college,Pablo, Montana,Private,Non-Profit,Rural,,50,77,38,100.0,,,,809,132,9,26,21,14,123,73.67119901112484,6399,6975,16974,4979
1074,Heidelberg University,heidelberg-university,Tiffin, Ohio,Private,Non-Profit,Small Town,37000.0,81,53,54,76.1,,,22.0,1051,118,13,44,31,20,256,21.788772597526158,30200,10200,43400,17906
1075,Marymount Manhattan College,marymount-manhattan-college,New York, New York,Private,Non-Profit,Large City,38000.0,27,25,23,79.5,,,24.0,2150,368,11,39,28,11,392,41.90697674418604,31950,16400,55850,15261
1076,Saint Leo University,saint-leo-university,Saint Leo, Florida,Private,Non-Profit,Small Suburb,39000.0,69,18,41,58.5,,,22.0,9671,1019,18,46,36,17,3130,66.04280839623617,22220,12300,38492,15892
1077,University of Alaska Anchorage,university-of-alaska-anchorage,Anchorage, Alaska,Public,,Large City,46000.0,96,47,42,82.8,,,,14955,1065,15,101,78,31,2019,44.17920427950518,6870,11962,27278,6207
1078,Drury University,drury-university,Springfield, Missouri,Private,Non-Profit,Midsize City,39000.0,84,34,39,66.1,,,26.0,3279,355,14,73,56,23,924,17.840805123513263,27015,8036,39451,16747
1079,Evangel University,evangel-university,Springfield, Missouri,Private,Non-Profit,Midsize City,38000.0,48,50,45,99.4,,,22.0,1631,181,15,61,44,24,447,18.577559779276527,22745,8196,35965,13795
1080,University of Saint Mary,university-of-saint-mary,Leavenworth, Kansas,Private,Non-Profit,Small Town,,47,36,48,49.2,,,22.0,748,180,9,31,29,18,197,44.652406417112296,27720,8800,41040,17195
1081,Lynn University,lynn-university,Boca Raton, Florida,Private,Non-Profit,Small City,,43,73,52,84.6,,,,2204,180,17,34,26,14,464,56.03448275862069,37510,11970,55923,14306
1082,Moore College of Art and Design,moore-college-of-art-and-design,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,,57,20,0,54.1,,,,373,122,7,10,6,3,85,46.11260053619303,39833,14965,58798,17153
1083,Marian University,marian-university-wisconsin,Fond Du Lac, Wisconsin,Private,Non-Profit,Small City,,77,41,31,67.6,,,20.0,1508,223,11,45,35,18,427,18.56763925729443,27400,7222,38942,16713
1084,Concordia College - New York,concordia-college-new-york,Bronxville, New York,Private,Non-Profit,Large Suburb,,77,23,26,75.5,,,21.0,1129,210,11,16,14,10,228,57.13020372010629,31600,11876,46260,23055
1085,The Evergreen State College,the-evergreen-state-college,Olympia, Washington,Public,,Midsize Suburb,39000.0,60,70,42,96.3,,,23.0,3610,223,21,2,2,2,950,33.850415512465375,7599,9681,21390,6798
1086,Pfeiffer University,pfeiffer-university,Misenheimer, North Carolina,Private,Non-Profit,Rural,,71,65,48,66.0,,,19.0,813,144,10,42,33,22,255,37.39237392373924,29574,10958,44032,20781
1087,Northern Kentucky University,northern-kentucky-university,Highland Heights, Kentucky,Public,,Large Suburb,38000.0,72,55,44,90.4,,,23.0,12329,1032,19,73,54,21,2396,17.77921972584963,9744,9732,22776,8295
1088,Mount Mary University,mount-mary-college,Milwaukee, Wisconsin,Private,Non-Profit,Large City,43000.0,81,35,0,56.0,,,19.0,700,192,11,43,31,19,162,36.0,28940,8530,44902,22640
1089,Becker College,becker-college,Worcester, Massachusetts,Private,Non-Profit,Midsize City,,52,20,42,69.4,,,23.0,1882,244,14,30,24,13,459,31.349628055260354,38250,13300,55710,18954
1090,Wells College,wells-college,Aurora, New York,Private,Non-Profit,Rural,,67,69,36,79.7,,,,488,59,8,27,26,18,123,39.34426229508197,39600,13730,55180,30207
1091,Buffalo State,suny-college-at-buffalo,Buffalo, New York,Public,,Large City,,99,46,44,57.6,975.0,,,8527,816,15,86,50,23,1714,54.802392400609826,7976,13486,25208,8532
1091,Buffalo State,suny-college-at-buffalo,Buffalo, New York,Public,,Large City,,99,46,44,57.6,975.0,,,8527,816,15,86,50,23,1714,54.802392400609826,7976,13486,25208,8532
1092,Saginaw Valley State University,saginaw-valley-state-university,University Center, Michigan,Public,,Midsize Suburb,36000.0,97,51,41,73.8,,,22.0,7846,563,17,61,50,21,1606,27.70838643894979,9819,9465,21849,6393
1093,North Greenville University,north-greenville-university,Tigerville, South Carolina,Private,Non-Profit,Rural,,80,78,48,60.8,,,24.0,2358,199,14,42,30,17,450,23.070398642917727,19150,10240,36000,15812
1095,Lee University,lee-university,Cleveland, Tennessee,Private,Non-Profit,Small City,29000.0,46,36,38,85.0,,,24.0,4860,501,16,74,48,19,895,23.271604938271608,16730,8080,31000,12235
1096,Metropolitan State University,metropolitan-state-university,Saint Paul, Minnesota,Public,,Large City,41000.0,97,21,41,55.5,,,,7317,613,17,52,39,20,2080,49.241492414924146,7859,9820,27545,6432
1097,Avila University,avila-university,Kansas City, Missouri,Private,Non-Profit,Large City,39000.0,62,39,40,38.9,990.0,,21.0,1272,211,12,45,41,19,295,46.61949685534591,28020,8546,39656,17141
1098,Friends University,friends-university,Wichita, Kansas,Private,Non-Profit,Large City,41000.0,70,26,44,48.0,,,22.0,1146,233,10,45,34,18,313,40.40139616055847,27565,7740,40805,17152
1099,Embry - Riddle Aeronautical University - Worldwide,embry-riddle-aeronautical-university-worldwide,Daytona Beach, Florida,Private,Non-Profit,Small City,,17,13,88,63.3,,,,10457,767,19,16,11,8,1936,42.985559912020655,9000,8644,22944,3034
1100,Eastern Michigan University,eastern-michigan-university,Ypsilanti, Michigan,Public,,Large Suburb,36000.0,85,57,41,44.7,,,22.0,17217,1306,17,129,86,28,3719,35.59853633037115,12019,9854,25307,7531
1101,Arkansas State University - Main Campus,arkansas-state-university-main-campus,Jonesboro, Arkansas,Public,,Small City,35000.0,87,73,40,66.0,,,24.0,9604,729,17,78,56,24,2372,24.4585589337776,8478,8740,22486,8062
1102,Washington Adventist University,washington-adventist-university,Takoma Park, Maryland,Private,Non-Profit,Large Suburb,,90,23,38,61.4,900.0,980.0,21.0,873,206,9,54,41,22,155,90.03436426116836,23400,8930,34630,14002
1103,Simpson University,simpson-university,Redding, California,Private,Non-Profit,Small City,,85,17,35,55.6,,,20.0,777,296,11,31,24,16,312,41.6988416988417,27700,8350,40785,10791
1104,College of Saint Elizabeth,college-of-saint-elizabeth,Morristown, New Jersey,Private,Non-Profit,Large Suburb,,92,29,21,64.6,885.0,970.0,,757,164,9,28,26,19,227,75.16512549537649,33131,12744,52074,29212
1105,Washburn University,washburn-university,Topeka, Kansas,Public,,Midsize City,38000.0,89,52,40,100.0,,,,5873,522,15,73,52,25,1096,34.71820194108632,7978,7890,20468,6602
1106,Cornerstone University,cornerstone-university,Grand Rapids, Michigan,Private,Non-Profit,Midsize City,,83,40,38,67.4,,,22.0,1755,156,15,48,34,15,430,23.475783475783476,27520,9030,40542,17951
1107,Winston - Salem State University,winston-salem-state-university,Winston-Salem, North Carolina,Public,,Midsize City,42000.0,93,71,29,66.6,955.0,,18.0,4688,422,14,51,37,20,1135,87.62798634812289,5941,10029,19827,7930
1108,Wayne State College,wayne-state-college,Wayne, Nebraska,Public,,Small Town,30000.0,81,58,42,100.0,,,,2757,204,18,52,30,19,627,18.788538266231413,6824,7430,18398,4765
1109,Columbia International University,columbia-international-university,Columbia, South Carolina,Private,Non-Profit,Midsize City,,52,54,52,28.2,955.0,,21.0,497,72,15,22,18,12,190,26.961770623742446,22390,7990,34690,15082
1110,Lenoir - Rhyne University,lenoir-rhyne-university,Hickory, North Carolina,Private,Non-Profit,Small City,42000.0,86,48,41,73.9,,,,1699,271,13,50,41,22,277,34.314302530900534,35350,12150,51510,27385
1111,Siena Heights University,siena-heights-university,Adrian, Michigan,Private,Non-Profit,Small Town,38000.0,88,38,42,67.1,,,,2302,230,12,108,80,34,909,37.749782797567335,25932,10390,38902,17047
1112,Guilford College,guilford-college,Greensboro, North Carolina,Private,Non-Profit,Large City,36000.0,60,60,47,90.7,,,,1674,167,12,42,38,20,505,46.893667861409796,35563,10800,50813,22964
1113,Concordia University - Portland,concordia-university-portland,Portland, Oregon,Private,Non-Profit,Large City,,48,26,29,48.6,,,21.0,1380,245,17,25,22,16,223,37.60869565217392,30270,8780,42750,18172
1114,Newschool of Architecture and Design,newschool-of-architecture-and-design,San Diego, California,Private,For-Profit,Large City,,82,10,64,99.1,,,,436,178,8,6,4,4,96,76.83486238532109,26463,10686,45828,6144
1115,Johnson & Wales University - North Miami,johnson-and-wales-university-florida,North Miami, Florida,Private,Non-Profit,Large Suburb,,52,43,36,78.3,,,,1453,118,18,14,8,5,458,80.04129387474191,31158,11835,46902,21244
1116,The University of Texas at El Paso,the-university-of-texas-at-el-paso,El Paso, Texas,Public,,Large City,37000.0,98,69,47,100.0,,,19.0,21341,1111,20,75,56,22,3485,94.02558455555037,7651,9495,23010,9183
1117,Unity College,unity-college,Unity, Maine,Private,Non-Profit,Rural,,26,66,49,88.7,,,,704,64,15,17,16,12,128,14.48863636363636,28000,10400,40210,13793
1118,Castleton University,castleton-state-college,Castleton, Vermont,Public,,Small Town,,68,49,47,81.5,,,20.0,1855,182,15,56,42,21,409,17.95148247978436,11970,10290,24664,7137
1119,Tuskegee University,tuskegee-university,Tuskegee, Alabama,Private,Non-Profit,Small Town,39000.0,33,100,37,50.3,960.0,,21.0,2833,263,14,46,43,18,480,99.32933286268972,22170,9650,39383,5826
1120,Louisiana College,louisiana-college,Pineville, Louisiana,Private,Non-Profit,Small Suburb,,90,64,55,71.9,,,22.0,987,117,11,59,43,21,158,36.27152988855117,16000,5272,25824,9651
1121,Valley City State University,valley-city-state-university,Valley City, North Dakota,Public,,Small Town,,79,60,43,76.3,,,20.0,1372,110,13,37,24,19,236,16.690962099125358,7406,6284,18390,5441
1122,Texas A&M International University,texas-a-and-m-international-university,Laredo, Texas,Public,,Large City,,100,63,40,49.6,,,18.0,6799,347,22,34,28,18,1105,98.04382997499631,7142,8160,17982,8769
1123,Rhode Island College,rhode-island-college,Providence, Rhode Island,Public,,Large Suburb,37000.0,79,46,32,73.6,985.0,,18.0,7077,736,14,90,52,22,1489,41.67019923696481,8776,11536,22952,6877
1124,Bryan College - Dayton,bryan-college-dayton,Dayton, Tennessee,Private,Non-Profit,Small Town,,77,25,46,54.3,,,23.0,1246,175,12,28,23,16,239,17.094703049759232,25600,7300,36775,18945
1125,Governors State University,governors-state-university,University Park, Illinois,Public,,Rural,36000.0,98,39,37,65.6,944.0,,18.0,3326,585,10,29,26,16,851,68.49067949488875,11746,8724,28370,7566
1126,Mount Marty College,mount-marty-college,Yankton, South Dakota,Private,Non-Profit,Small Town,,59,38,42,66.5,,,22.0,876,105,13,41,31,19,164,14.840182648401823,26310,7846,39418,18031
1127,Union Institute & University,union-institute-and-university,Cincinnati, Ohio,Private,Non-Profit,Large City,,15,13,47,100.0,,,,813,277,8,14,11,8,489,64.69864698646987,12896,11508,26820,7605
1128,La Roche College,la-roche-college,Pittsburgh, Pennsylvania,Private,Non-Profit,Large Suburb,37000.0,88,33,45,96.6,,,20.0,1378,199,12,39,34,19,393,37.01015965166909,27720,11220,42570,18157
1129,University of Southern Maine,university-of-southern-maine,Portland, Maine,Public,,Small City,38000.0,76,36,43,83.5,,,22.0,6110,682,14,63,47,22,1132,27.757774140752872,8638,9774,22612,9062
1130,Hilbert College,hilbert-college,Hamburg, New York,Private,Non-Profit,Large Suburb,,91,37,45,86.8,,,,746,104,12,23,18,13,202,27.211796246648788,21750,9000,33300,12149
1131,St. Francis College,st-francis-college,Brooklyn Heights, New York,Private,Non-Profit,Large City,38000.0,93,25,41,63.2,,,22.0,2288,359,14,36,29,17,542,60.57692307692307,26188,15300,44488,15533
1132,The University of Virginia's College at Wise,the-university-of-virginias-college-at-wise,Wise, Virginia,Public,,Small Town,,94,63,39,77.5,,,20.0,2095,162,14,11,11,10,286,24.58233890214797,9825,10314,24149,11060
1133,Western Colorado University,western-state-college-of-colorado,Gunnison, Colorado,Public,,Small Town,34000.0,72,75,57,86.0,,,22.0,2431,171,18,23,23,16,461,29.946524064171115,9802,9546,23672,6195
1134,Graceland University - Lamoni,graceland-university-lamoni,Lamoni, Iowa,Private,Non-Profit,Rural,39000.0,21,75,44,56.1,990.0,,20.0,1403,105,17,41,36,21,442,44.19101924447614,28110,8480,41130,21468
1135,Cleary University,cleary-university,Howell, Michigan,Private,Non-Profit,Midsize Suburb,,94,7,49,47.7,,,20.0,524,60,21,19,14,3,124,32.06106870229007,19700,9600,33284,7995
1136,Southwest Minnesota State University,southwest-minnesota-state-university,Marshall, Minnesota,Public,,Small Town,36000.0,78,46,41,61.6,,,21.0,6713,227,14,53,40,23,520,15.626396544019071,8610,7810,20776,4843
1137,Francis Marion University,francis-marion-university,Florence, South Carolina,Public,,Small Suburb,,96,72,32,60.1,975.0,,20.0,3460,287,15,34,31,17,647,50.75144508670521,10742,7948,23242,8296
1138,North Carolina A & T State University,north-carolina-a-and-t-state-university,Greensboro, North Carolina,Public,,Large City,39000.0,74,60,44,62.2,,,20.0,10341,743,18,80,57,23,1524,94.07214002514263,6526,7260,17886,8388
1139,New Jersey City University,new-jersey-city-university,Jersey City, New Jersey,Public,,Large City,40000.0,98,30,41,91.8,975.0,,,6508,832,14,34,31,17,1331,79.17947141979103,11850,12805,30555,11095
